,Gene,PCA_feat
8986,25980,"[-0.4505719236832947, -0.11647601699611987, 0.09546187380381083, 0.004184746775520779, -0.04799582193146422]"
8987,25981,"[0.8212045597235472, -0.5285251943863728, -0.20559216420879733, 0.5764452085078364, -0.10594499789501075]"
8988,25983,"[-0.4039005898356647, -0.07007024201335425, -0.10423234268265508, -0.003662351727414268, -0.10084198917823729]"
8989,25984,"[-0.4507113149186056, -0.11312391272468071, 0.03843967614906772, 0.00021567643127539895, 0.06708529385046555]"
8990,25987,"[-0.2156125992971963, 0.6763795958780006, 0.18512742081785852, 0.19302996221619714, 0.03548260966342872]"
8991,25988,"[0.49676353647793, -0.26660981821158003, 0.3871968792096207, -0.36173065861315373, -0.07419618132570395]"
8992,25989,"[0.4784621078688795, -0.3234691826585628, 0.26919672050138616, -0.38525914459327293, 0.037151908448646895]"
8993,25992,"[-0.21879127235711723, 0.5472040891810004, -0.03879430703334665, 0.14288395099271875, -0.055802703829219535]"
8994,25996,"[-0.4869772127604545, -0.13942460703213336, 0.3130904655100961, 0.018735043976799086, -0.06131873742037865]"
8995,25998,"[-0.36784015613248966, -0.03334065284204513, -0.24612897354852167, -0.008470254930167866, -0.15981596874198137]"
8996,26001,"[-0.42947337134135455, -0.0515181678057568, -0.33157041575764906, -0.016950452555364533, 0.6952823987373303]"
8997,26002,"[-0.4413203420189317, -0.1073500827969244, 0.05699935602779545, 0.0027057936280983144, -0.06073063828913624]"
8998,26003,"[-0.201318308748266, 0.7090165878213917, 0.17899348799412557, 0.19974276201557478, -0.0023397822931562826]"
8999,26005,"[-0.36574127692642266, -0.03167595469176444, -0.27487385576729506, -0.010587424149584208, -0.1293309692287412]"
9000,26007,"[-0.4505740040017823, -0.11648351426766654, 0.09545997940488543, 0.0041828658898716885, -0.04799656937181805]"
9001,26009,"[0.7344486416067667, 0.6014243574397171, 0.5861597238435349, -0.14551270079721873, 0.08810777862505192]"
9002,26010,"[-0.2736890474850034, 0.42425854472131896, 0.0656088339506198, 0.1244834328129847, -0.04224655441743073]"
9003,26011,"[-0.1319735669239559, 0.8550302242835303, 0.013987709156440315, 0.2179374592400702, 0.0008737636418711546]"
9004,26012,"[-0.26546720839548726, 0.23985040095721966, -0.3387235720220883, 0.04513064758257496, -0.18579261941200684]"
9005,26013,"[0.46012081932520466, -0.30057945586168716, 0.10500816713561893, -0.2799419200232302, 0.04367594845448192]"
9006,26015,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
9007,26017,"[-0.46482829241452195, -0.11211297678582895, 0.21626371884228338, 0.016127155957875314, -0.06138001803086826]"
9008,26018,"[0.5489274796711938, -0.22388872156626224, -0.15282674281306147, -0.32221093747715723, -0.042022449260851774]"
9009,26019,"[0.9298581642627739, 0.23223610892210778, 0.6437505938549755, 0.8277443527785021, 0.11568491577486104]"
9010,26020,"[-0.4368978004297909, -0.10124410097706579, 0.00993301342537584, 1.2967936641037467e-05, -0.009590173438814369]"
9011,26022,"[-0.41694728667621567, -0.07427029491218254, -0.0494805741249125, 0.0005793591597798318, -0.0486667530173918]"
9012,26024,"[0.7265049576798202, -0.6234062135153509, 0.21126734642471412, 0.5931725504234537, -0.022037747625918123]"
9013,26025,"[-0.4679883518782328, -0.13333397372519773, 0.16229243770673746, 0.006578646587236317, -0.012963915842989534]"
9014,26027,"[0.7827925257485897, -0.5672684108245338, -0.03226114984252732, 0.583524152702471, -0.08037833170379981]"
9015,26030,"[-0.49279534238494077, -0.16039259724533006, 0.30779230632239496, 0.013474678037468286, -0.06340914083257503]"
9016,26031,"[-0.45057360700941923, -0.1164820835446481, 0.09546034091775474, 0.00418322482396878, -0.047996426735912125]"
9017,26033,"[0.8823516230573029, 0.7165031765685901, -0.10831383810362137, -0.19373559583250335, -0.057548585714062746]"
9018,26034,"[-0.4330214094586113, -0.09857297310768229, 0.03167304904914016, 0.0022944439918724654, -0.08581106545134184]"
9019,26035,"[-0.26368270249261294, 0.49878511284679705, 0.11872619463392159, 0.14660483974325753, 0.04015566800267853]"
9020,26036,"[0.4884073115538315, -0.2951178223159162, 0.31101364627906564, -0.37465830503694236, 0.04925875102594246]"
9021,26037,"[0.7461194715143121, 0.5827799280829111, 0.4559865050744728, -0.17197113273953318, 0.1362656632043352]"
9022,26038,"[-0.12115900714617041, 0.8664120988755578, -0.042623613583260875, 0.21540337086954278, 0.00925958330832246]"
9023,26039,"[0.8322205785837457, 0.6806871936899931, 0.21686751349780392, -0.18784267987136052, 0.09614574260282438]"
9024,26040,"[-0.05067886313923322, 0.93495303437296, -0.318693042845109, 0.20532143877764364, -0.12137300450933944]"
9025,26043,"[-0.18708588083998476, 0.822023478163126, -0.11084526993433656, 0.20220019919139065, 0.7823701176298997]"
9026,26045,"[-0.29015852538894565, 0.5698913719745105, 0.4923193249737972, 0.19668541395747774, 0.00939650651881932]"
9027,26046,"[0.6884438746034464, -0.6532491914212332, 0.3436216699140828, 0.5989585572370459, 0.10681347734462535]"
9028,26047,"[-0.29494523726458116, 0.037301121741113934, -0.5543051668010417, -0.020861701090047268, -0.25631066676206976]"
9029,26050,"[-0.20056896614097933, 0.6988730305927119, 0.1898569414895552, 0.19814546413973758, -0.07189753382179577]"
9030,26051,"[0.7691846925935611, 0.6036456608116253, 0.38828752921520215, -0.1737482727706949, 0.04756330278639224]"
9031,26052,"[0.5580703322895066, -0.2575772588609879, -0.013864791686712232, -0.4067362635419903, -0.06768662797507403]"
9032,26053,"[-0.04710565939754901, 0.9359696503141574, -0.30014873487328353, 0.20694642774410477, -0.1948713156819768]"
9033,26054,"[0.9930904115623471, 0.2979509019293153, 0.32625612253257164, 0.8138598249581286, 0.1377061124498509]"
9034,26056,"[-0.43994289198537756, -0.10463329787935897, 0.04657515642491224, 0.0024217309339003208, -0.04890967895615853]"
9035,26057,"[-0.22985069522457202, 0.7558555730640208, 0.46312475681488124, 0.23649296751448348, 0.05110755209992846]"
9036,26058,"[-0.17599345850596637, 0.8122805325821194, 0.1854402235249043, 0.224166979300248, 0.08440346150718675]"
9037,26059,"[0.7540965119562969, 0.5806488100434548, 0.4586604342400379, -0.1726712260328275, 0.022099284303470322]"
9038,26060,"[-0.17384496914581452, 0.6796270585434708, -0.07454299253637812, 0.1698712367543207, -0.0252433485474534]"
9039,26061,"[0.6988147746661826, -0.647252974757763, 0.2689530710786943, 0.5936164590716408, 0.13058261791218068]"
9040,26064,"[-0.1807197346656704, 0.8008660168319324, 0.21033270290715197, 0.22371744822079867, 0.0543902177899532]"
9041,26065,"[0.5265383768650789, -0.21589613457220513, -0.08497280848039625, -0.41621101274403227, 0.8578964033595468]"
9042,26070,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
9043,26073,"[-0.16674284270861542, 0.4376893430681073, -0.602000607524224, 0.06620347338546867, -0.1722557633659305]"
9044,26074,"[-0.4846789138964862, -0.15282930607025458, 0.28143444900395664, 0.012690038969691952, -0.08929361805624407]"
9045,26083,"[0.6876757541971674, -0.6622539978003387, 0.3894632855365127, 0.6006561471070347, -0.00012975894391914505]"
9046,26084,"[-0.46287121032032286, -0.12626981699349724, 0.10782961784347192, 0.003462327272771434, 0.04621277452548784]"
9047,26085,"[0.7657281490808178, -0.5774638147970149, -0.01603054079102613, 0.5832707327958239, 0.06569459080570308]"
9048,26086,"[-0.36393720634944837, -0.03281546185784196, -0.23398901893218588, -0.0075201436157365156, -0.22827125620880276]"
9049,26088,"[-0.21384596616283252, 0.770716094991103, 0.41106665900731376, 0.23492571267211454, -4.888790331126007e-06]"
9050,26090,"[0.7727114621196656, -0.573984164790361, -0.043420246214874704, 0.5814616060831946, 0.03940299504821861]"
9051,26091,"[-0.18911696569962844, 0.797493649752981, 0.2654957703745359, 0.2279591678103681, 0.05041231505438818]"
9052,26092,"[-0.4115747819333909, -0.0770229990413083, -0.08258113580468872, -0.0031470112935955575, -0.06984347185349077]"
9053,26093,"[-0.4927880814938185, -0.16036642967880707, 0.30779891830244566, 0.013481242852419728, -0.06340653205749493]"
9054,26094,"[-0.47450477240719524, -0.13877727391449915, 0.17318395167229547, 0.006498615620026488, 0.02833027597279663]"
9055,26095,"[-0.4888016279989361, -0.14599962741399128, 0.3114290995760573, 0.01708552902970783, -0.06197423396066441]"
9056,26097,"[0.7343000577360642, 0.44186445774154337, 0.3318019977996557, -0.23141512819358603, 0.165941839954025]"
9057,26098,"[-0.4835849410193429, -0.1488867310398015, 0.28243065273680884, 0.013679136503245658, -0.08890056310854993]"
9058,26099,"[-0.3264898498794949, 0.3977447370157651, 0.3240286745815864, 0.14242687601336182, 0.06593742775645904]"
9059,26100,"[-0.4183251910627422, -0.07923613231288482, -0.05073533420356812, -0.0006664503649913303, -0.04916182208892865]"
9060,26103,"[-0.3500324052919333, -0.01717935781834468, -0.32355182440615365, -0.011944216910353949, -0.1840891008422781]"
9061,26112,"[-0.49279535410665504, -0.16039263948928315, 0.30779229564825844, 0.013474667439473469, -0.0634091450440852]"
9062,26115,"[-0.20940339953906048, 0.7768942451463657, 0.3640185517877514, 0.2322509922854384, 0.0511427708809082]"
9063,26118,"[-0.3236298035459014, 0.2870957834287865, 0.08676379194449785, 0.09536798856400343, -0.0033270331102741397]"
9064,26119,"[0.5539968670957734, -0.25092156402961036, -0.17723953590733285, -0.35792476324952205, -0.11019268400110199]"
9065,26121,"[0.881378825028398, 0.7309988831914412, -0.006838775914819252, -0.19688256556955464, 0.06967672182955291]"
9066,26122,"[0.8241309804321522, 0.682918336569026, 0.2956678123440293, -0.18026389623866224, 0.06962626267540925]"
9067,26123,"[-0.345293981239871, -0.010637282605670933, -0.37398006079347756, -0.014829399377688905, -0.1292957504473878]"
9068,26127,"[-0.46158011845668434, -0.12785341664307254, 0.15554641245149406, 0.0070217199532260285, -0.05999060468985646]"
9069,26128,"[-0.3052925599290704, 0.0759002113051062, -0.40216943584950515, 0.001860560880643467, -0.23527306666169936]"
9070,26130,"[0.7098664760506044, 0.5434683955217998, 0.664821775170282, -0.16215601027337812, 0.07012896234134636]"
9071,26133,"[-0.2991850661557717, 0.39632377080298525, 0.14190744349672826, 0.12538398733199302, 0.03351791010949486]"
9072,26135,"[0.8017834951025717, 0.6625380668647733, 0.3551260222736204, -0.17909761338087868, 0.1656346831620498]"
9073,26136,"[0.5825069486849738, -0.2198593508063534, -0.24154761173479233, -0.34971748768152217, -0.14067468365387903]"
9074,26137,"[-0.0772411808918233, 0.8908931556476983, -0.23026471980306093, 0.20336547828948925, -0.11865014916792378]"
9075,26138,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
9076,26140,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
9077,26146,"[-0.39340192533074353, -0.059124506979966726, -0.15748178330256077, -0.006004094903962549, -0.09610905965885545]"
9078,26147,"[0.8017734763478296, 0.6625019602179756, 0.35511689890220877, -0.17910667167273528, 0.16563108351053815]"
9079,26149,"[0.5107548865167767, -0.24988026936004548, -0.1638228053291119, -0.4046819232557418, 0.7804968967293412]"
9080,26150,"[0.44757819430058426, -0.35225640146769244, 0.3064218241570489, -0.3290687716798679, 0.07059694479633292]"
9081,26151,"[-0.40937148332478307, -0.07385827569752612, -0.1053916576909561, -0.004405040720822447, -0.04498398210962189]"
9082,26152,"[0.5116760609214888, -0.24656044372031424, -0.1629839569446996, -0.4038490586110052, 0.780827866687579]"
9083,26153,"[0.4767823627787475, -0.3009056880349597, -0.17986172672364695, -0.3589130785216217, 0.7599246419471917]"
9084,26154,"[0.6186039496727019, -0.2564496154557533, -0.1769319990078156, -0.5134818392235693, -0.1192264649924152]"
9085,26155,"[-0.32285860711665765, 0.009503638959503548, -0.4342235934025742, -0.016124500417376137, -0.22601107118874073]"
9086,26156,"[0.5056510872039511, -0.28486836994954706, 0.31743495295322655, -0.3981349092690758, 0.13876195123735588]"
9087,26160,"[0.5759885600467827, -0.2253097438756194, -0.23065788998712303, -0.34979929808223, -0.09938119896263499]"
9088,26164,"[-0.4642119270684753, -0.13157920552837793, 0.18307608442863327, 0.008561458501315126, -0.08995920276304566]"
9089,26165,"[-0.4368813638318749, -0.07821587378104819, -0.3383163506214736, -0.023648266782800652, 0.6926207714139144]"
9090,26166,"[-0.45475477010892884, -0.11870648357005398, 0.08147177120028547, 0.0026776988040974224, 0.02032830151376914]"
9091,26168,"[0.955645362269399, 0.16173830634227995, 0.28558838218779925, 0.7791441791849396, 0.1306233367488165]"
9092,26173,"[-0.37554497288885574, -0.041662186508402095, -0.2290205567742151, -0.008668841356194437, -0.12602754080463316]"
9093,26190,"[-0.21782791645876953, 0.7682206323338768, 0.3900958547600291, 0.23275707827951703, 0.07691655460863964]"
9094,26191,"[-0.28913277114682867, 0.04532606474251914, -0.6161638040913058, -0.024400858900451444, -0.1890974905361612]"
9095,26206,"[-0.4111325293401115, -0.07641240650172236, -0.0872877714906435, -0.0034162952782841286, -0.06472942593097754]"
9096,26207,"[0.7646991637625604, 0.5374563973299378, 0.4893016906771648, -0.27139881849875835, 0.08353630127521662]"
9097,26220,"[-0.35850934253788147, -0.02533380864063787, -0.2918184316180001, -0.010833485224176131, -0.1654435343141014]"
9098,26223,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
9099,26224,"[-0.14224100899871384, 0.8301071876307432, 0.06741006017559584, 0.21687517598287034, -0.06369277666491732]"
9100,26225,"[-0.42961939665648513, -0.01266999084023864, 0.18465078151515849, 0.03591847942840537, -0.04850739509854454]"
9101,26227,"[0.8882954178693211, -0.46104036934117276, -0.5036879660399596, 0.5644266170729639, -0.15947380272309783]"
9102,26228,"[0.46419942193808733, -0.3316921752811511, 0.17509458313142204, -0.3166160824639097, 0.01904345806646111]"
9103,26229,"[0.8073910644969242, -0.540404936714866, -0.17708548394438975, 0.5766479344180638, -0.029269523684992794]"
9104,26230,"[-0.44557473904253797, -0.10956324679590196, 0.04234963590131505, 0.001151153070810061, 0.009722012270839273]"
9105,26231,"[-0.4374687534036319, -0.08033277037614951, -0.3388512447639598, -0.024179345376062613, 0.6924097274454332]"
9106,26232,"[-0.4163224668570008, -0.0834579861213877, -0.03143142351724794, -0.00017461055157587792, -0.1253480279432046]"
9107,26233,"[-0.500703679411057, -0.16776203748285726, 0.33347430103091935, 0.014239178183702347, -0.03818837608936191]"
9108,26234,"[-0.1682427028426434, 0.818525973397464, 0.1587493738252015, 0.2230517231788115, 0.05838760121529163]"
9109,26235,"[-0.39340192725960405, -0.059124513931398934, -0.15748178505903784, -0.006004096647910189, -0.09610906035187834]"
9110,26239,"[-0.4318778415825036, -0.036181672465146614, 0.17963689144016998, 0.029881095961800427, -0.10640400835418998]"
9111,26240,"[-0.439187075796619, -0.004331992199809781, 0.24257064545463095, 0.04330568678865544, 0.0049178218880007556]"
9112,26242,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
9113,26245,"[0.4793304804119782, -0.32063174840446657, -0.21565387998302352, -0.38044409148967806, 0.7571592580256347]"
9114,26249,"[-0.17537655285078568, 0.7751963768239861, 0.13761725119882556, 0.21107686119591146, 0.010065350789381446]"
9115,26253,"[0.5263090034015409, -0.2710685523555634, -0.07192877423979786, -0.3257607812465506, -0.08862747406160548]"
9116,26254,"[0.4512661696500135, -0.3423660932701452, 0.1941841106960866, -0.3169557781642981, 0.1059454927328365]"
9117,26255,"[-0.44501425311604204, -0.1088074793587171, 0.03629084870859214, 0.0007975851263787347, 0.016294295090796586]"
9118,26256,"[-0.4476040260385629, -0.11238177558605336, 0.06385879961516275, 0.0023753295496107105, -0.013659199924544877]"
9119,26257,"[0.5193688976772086, -0.2604082954546966, 0.17254050336121024, -0.3794116600729116, 0.040582825049228013]"
9120,26258,"[-0.4220102660922716, -0.08788150150864055, -0.030004070432693992, -0.0008437359881840413, -0.07384582287944567]"
9121,26259,"[-0.404342847863421, -0.07068085413828236, -0.0995257119454941, -0.003393072656218403, -0.10595603705331084]"
9122,26260,"[-0.43449934152804986, -0.10137095892213581, 0.04346556500989042, 0.002678840188517129, -0.09908388379489814]"
9123,26261,"[-0.4802237569226384, -0.14646531804137794, 0.23512771604671281, 0.010122293279330773, -0.03884931312579501]"
9124,26262,"[-0.49279497564942504, -0.1603912755651348, 0.3077926402824931, 0.013475009615335867, -0.06340900906769141]"
9125,26263,"[-0.16763598782685027, 0.8040758869098263, 0.14977540019542743, 0.21874450476684823, 0.007891320124764283]"
9126,26266,"[0.698390585638074, 0.35821734399933236, 0.5044836352930461, -0.31044009061186334, 0.1694435095037637]"
9127,26267,"[-0.4598716728948616, -0.12576977979007792, 0.13593480849630452, 0.005794234000307186, -0.03884830306601191]"
9128,26268,"[-0.43338154361655995, -0.0998708626334718, 0.03134510034038148, 0.001968834632794246, -0.08594045852458242]"
9129,26269,"[-0.21275402070198327, 0.43558275683287917, -0.26079512593821375, 0.09670965171379714, -0.19587624128293377]"
9130,26270,"[-0.433671069025704, -0.08835109448719651, 0.01944055160697347, 0.003790685966487472, -0.014801741984331856]"
9131,26271,"[-0.18718442927186757, 0.7800962093471218, 0.21758412689225826, 0.21959314531842453, 0.03932569900390744]"
9132,26272,"[-0.4636283539636566, -0.1273129299674676, 0.11589905012391592, 0.003924864402929621, 0.037446199264433606]"
9133,26273,"[-0.1405642952822522, 0.8371331497422863, 0.074046288625372, 0.21906028840758532, -0.06804549640700829]"
9134,26275,"[0.7944915913492973, -0.5546653488599403, -0.0982857433746469, 0.580451496937924, -0.06176441996368215]"
9135,26276,"[0.6164558641029043, -0.259415356217137, -0.15407119851180034, -0.5121738898379521, -0.1440661171712631]"
9136,26277,"[-0.3214041414755128, 0.012217053980495213, -0.4460374785800132, -0.016530113398121944, -0.21274668412893774]"
9137,26278,"[-0.33970470052339147, -0.006563055964055066, -0.37344284803052974, -0.01407526386421947, -0.1844033436698875]"
9138,26279,"[0.7774604892071321, -0.5709774074904025, -0.03548374501133665, 0.5826202349112151, -0.022346799508140804]"
9139,26280,"[0.7435243258879186, 0.587644839291183, 0.2874321642955432, -0.09729150694088848, 0.014171406830754178]"
9140,26281,"[0.7645508011443722, 0.4892975924330797, -0.0031938727437580655, -0.1735758610877617, -0.07891644831164005]"
9141,26284,"[0.586325327491233, -0.23065554215037473, -0.1445839078527034, -0.41259845937360506, -0.08724530536677719]"
9142,26285,"[0.4181883727332125, -0.35262322034028276, 0.32092310630221776, -0.26940829753531553, -0.02597027368731458]"
9143,26286,"[-0.4698208989109006, -0.13586486056986827, 0.1817910312289527, 0.007693928242143961, -0.0341508060468171]"
9144,26287,"[-0.4242847079647578, -0.09102169158317863, -0.005798515443747602, 0.0005411531083033206, -0.10014663046807694]"
9145,26289,"[0.5138016285214846, -0.28834868932203656, 0.13380724864532176, -0.38987562609702076, -0.030606228629348305]"
9146,26290,"[0.7362454746726996, -0.6135072093040405, 0.16608642393301415, 0.5912924367457286, -0.026071754048893288]"
9147,26291,"[0.6192990128822865, -0.16594812322604982, -0.43153673090633676, -0.3619081540206395, -0.14688957169720895]"
9148,26292,"[0.7844476078677869, 0.5515642060919927, 0.1366611533018301, -0.19799079818219542, 0.040270003597117306]"
9149,26297,"[-0.4767705875366493, -0.14545990427299216, 0.25575244458240576, 0.011925529179717249, -0.1145143866317587]"
9150,26298,"[0.7664584910372859, 0.4420880901000094, 0.04415844553191189, -0.2315357155208343, -0.013853712228016533]"
9151,26301,"[0.7202207081284668, -0.6284399444274464, 0.21812627502233678, 0.5928415750287874, 0.025033487548040332]"
9152,26330,"[0.7174382383638386, -0.6287137813208684, 0.18935339574875742, 0.59049764506153, 0.10943407772919655]"
9153,26353,"[-0.34265280218751576, 0.020574591492814723, -0.3357717313762484, -0.004144362910523205, -0.10311614963333735]"
9154,26354,"[-0.3540236344362461, -0.019140644109518115, -0.3395571620655626, -0.013564791294142512, -0.1135724959406253]"
9155,26355,"[-0.48467810195155586, -0.15282637989733425, 0.28143518838478343, 0.012690773076309038, -0.0892933263314867]"
9156,26468,"[0.7839426367647842, 0.6227381168316226, 0.387226711463308, -0.185193330393588, 0.17386769036690758]"
9157,26469,"[-0.43341201528340384, -0.09998067964570768, 0.03131735194835977, 0.0019412841777982776, -0.08595140672966843]"
9158,26470,"[-0.40862247544365266, 0.003185844350896428, 0.048819716419980376, 0.027298280768179223, -0.012172905090047016]"
9159,26471,"[-0.34678164483655494, -0.010380144249021606, -0.3461384059865447, -0.012350792323965657, -0.15814538881557116]"
9160,26472,"[-0.442750598149905, -0.1068860533503757, 0.08489328775386377, 0.005236304695100452, -0.08955965065378367]"
9161,26476,"[0.4785427151292316, -0.3234707801560802, -0.21637124211482772, -0.3811563364771574, 0.7568762208055405]"
9162,26499,"[0.47866909101476524, -0.32016528441441316, 0.15406271428477847, -0.33563413816413973, 0.07397081125148766]"
9163,26503,"[0.658171782481044, -0.21620405173111376, -0.36102450271709075, -0.5211579384353885, -0.13449816547926427]"
9164,26504,"[-0.4094266232321692, -0.07405699472117382, -0.10544186970508829, -0.0044548945586421205, -0.04500379339915785]"
9165,26505,"[-0.46659871754202564, -0.13141605836969697, 0.1474998787611926, 0.005732052095613052, 0.003108691268988264]"
9166,26507,"[-0.41829523159801096, -0.07294776987452893, -0.018592050918135043, 0.0035666559047754574, -0.08029770505652792]"
9167,26508,"[0.552287392853461, -0.23204646134765683, 0.04516510251269798, -0.3848787930848795, -0.03795546226093848]"
9168,26509,"[0.5893452449149744, -0.2860111253255373, -0.0440718060005578, -0.5080320754305082, -0.10141356881954058]"
9169,26511,"[-0.30216819693466795, 0.3868370198996723, 0.1457600993531431, 0.1235471608907395, 0.026075192047826195]"
9170,26512,"[1.0282407244621663, 0.33210858149723654, 0.189234534315119, 0.8088810917074731, 0.0712957513588856]"
9171,26517,"[-0.4218676336791178, -0.024107806889296073, -0.32464440835058944, -0.010073850292408268, 0.6980150741824591]"
9172,26519,"[-0.47735800537824874, -0.1418964209000233, 0.20781107935371834, 0.008794070375239781, -0.008796661389981208]"
9173,26520,"[-0.46460438380330865, -0.1170650323118936, 0.18654134262262664, 0.012410354338684038, -0.03227655750226933]"
9174,26521,"[-0.44255339661828064, -0.1077823997305383, 0.15364667509150254, 0.010787104688492961, -0.2159460492051582]"
9175,26523,"[-0.10841954791699014, 0.8768089952847118, -0.05969988741880452, 0.2158546257888906, -0.07983571455244544]"
9176,26524,"[0.8556148603706635, 0.6959885910876976, -0.06180834860774132, -0.18376990210501792, -0.023634663783809195]"
9177,26525,"[-0.3658676263999527, -0.031850379393276756, -0.2735290950555324, -0.01051047826424314, -0.1307921221848673]"
9178,26526,"[-0.4424565391731298, -0.10891648822029942, 0.06910306580817457, 0.0033991638119923065, -0.0738806742474602]"
9179,26528,"[-0.19088904380424007, 0.7951806872196476, 0.28504942867313615, 0.22912912144924064, 0.029247150810912087]"
9180,26548,"[0.43856610111169153, -0.3635942048972032, 0.281707864761793, -0.34094245291726843, 0.09015491021001908]"
9181,26574,"[0.6223883811288246, -0.16402918669345073, -0.22687014233438552, -0.3947299845442108, -0.17297154750288235]"
9182,26575,"[0.600158178868207, -0.041390068049194186, 0.1248430211623883, -0.3445225905592617, 0.03309860993954784]"
9183,26576,"[0.5330991384314165, -0.0828164055821217, 0.4693497266952844, -0.3125550763553683, -0.02912373318719477]"
9184,26577,"[-0.44132034200526343, -0.10735008274766503, 0.056999356040242234, 0.0027057936404563166, -0.06073063828422531]"
9185,26578,"[-0.4501592275562655, -0.11498869909310346, 0.09583768698059969, 0.00455787917201818, -0.04784754379951768]"
9186,26579,"[-0.40889477954576203, -0.07143796305665319, -0.1013080116676485, -0.0034960801667221577, -0.04835209830535288]"
9187,26580,"[-0.3279424556603616, 0.006127234660975939, -0.44013981779742567, -0.017186388479729156, -0.16505885382571356]"
9188,26584,"[-0.485845665499718, -0.15079759585395452, 0.23383088227767512, 0.009243066484892001, 0.016954435534097523]"
9189,26585,"[-0.18265121413794794, 0.4600394504573516, -0.435221384138079, 0.08647877098763015, -0.17232891505126724]"
9190,26586,"[-0.39371782504747194, -0.05956066255387459, -0.15411990522947816, -0.0058117537278299615, -0.09976195140256669]"
9191,26608,"[-0.31933754629695, 0.014467720741062735, -0.4711622139749843, -0.01819851499377604, -0.18581267570700483]"
9192,26609,"[-0.2845240988325502, 0.2722601673268886, -0.14252238572849527, 0.07049105499396595, -0.1567806104820635]"
9193,26610,"[-0.38345326851641776, -0.04903147754944547, -0.20333852436695496, -0.007904303780140273, -0.10080676118727927]"
9194,26614,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
9195,26628,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
9196,26664,"[0.4383380232777226, -0.38617124623382043, 0.3300038332150461, -0.34846812048787595, 0.05555649716365766]"
9197,26681,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
9198,26689,"[0.47858558850161403, -0.32331626856721263, -0.21633220036662762, -0.38111757322464507, 0.7568916248356506]"
9199,26740,"[0.4839353490187541, -0.278427215108887, 0.23336252655032383, -0.3326476683419765, 0.08444849681613267]"
9200,26747,"[0.48166565454895793, -0.31079220120619633, 0.4541941376317029, -0.3917387672438542, 0.09781432331826787]"
9201,26748,"[-0.4494367822303304, -0.1149134162203844, 0.08335720267097768, 0.003490422096768111, -0.03484616527741918]"
9202,26750,"[0.5035479759576097, -0.3000969857157337, 0.17852089486174516, -0.38845945548246885, -0.02675658735767756]"
9203,26751,"[0.44988218111944095, -0.3527179651851798, 0.34192262639208, -0.32631423083284433, -0.022500699869235346]"
9204,26762,"[-0.2842382461285951, 0.04844155523795125, -0.6082302558793334, -0.023223370564212586, -0.25224136522906426]"
9205,26768,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
9206,26777,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
9207,26783,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
9208,26787,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
9209,26793,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
9210,26799,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
9211,26801,"[-0.45551291795709253, -0.1197532156034826, 0.08954028902240874, 0.0031393279990213235, 0.011561365450646453]"
9212,26802,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
9213,26806,"[-0.4494367822303304, -0.1149134162203844, 0.08335720267097768, 0.003490422096768111, -0.03484616527741918]"
9214,26807,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
9215,26818,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
9216,26820,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
9217,26821,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
9218,26824,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
9219,26826,"[-0.4584823303624005, -0.12385291606774493, 0.12114198382572469, 0.004947375679139939, -0.022775800796584138]"
