,Gene,PCA_feat
9220,26827,"[-0.47772922528831924, -0.14323426243049445, 0.20747303563449282, 0.008458438016222179, -0.008930037477619475]"
9221,26871,"[-0.32380629192686233, 0.0081952239177177, -0.42413794612492023, -0.015547463923721253, -0.23696974126764414]"
9222,26872,"[-0.38471555904248317, -0.0507713847081034, -0.18988982066114046, -0.007133756160810642, -0.11541785808662754]"
9223,26873,"[0.74872126501104, -0.5999251666883654, 0.09333459981262339, 0.5878534404062464, -0.001546344697654708]"
9224,26952,"[-0.2749558125020243, 0.3116595888684302, -0.10826240481020159, 0.08248776012958653, -0.17811855040125646]"
9225,26953,"[0.45825937178308374, -0.35706329566051265, 0.3891598905517472, -0.39203449701058535, 0.08639597364658633]"
9226,26958,"[0.4877347450794963, -0.3832680361039609, 0.4046228082264947, -0.48885658571726237, 0.004564025311057652]"
9227,26959,"[-0.3989213344056409, -0.06083420851919456, -0.14495245239408142, -0.005087103070121248, -0.055164528636210665]"
9228,26960,"[-0.1231066028124745, 0.8601739842382028, 0.03658511368277902, 0.22064004061356743, -0.129931354087792]"
9229,26973,"[0.6982805690221722, 0.48268076999974346, 0.36377915363035096, -0.14097338245894028, 0.09027093157860568]"
9230,26974,"[-0.49275355085372524, -0.16024198450995422, 0.3078303629143526, 0.013512463161132766, -0.0633941254985946]"
9231,26980,"[-0.4505740040025759, -0.11648351427052746, 0.09545997940416255, 0.004182865889153952, -0.04799656937210327]"
9232,26984,"[-0.4927950050544703, -0.16039138153814309, 0.30779261350539794, 0.013474983029249285, -0.0634090196326686]"
9233,26985,"[0.39723114439382057, -0.3573519404802356, 0.45161219014721266, -0.259884646502605, 0.0020671894408642757]"
9234,26986,"[-0.09118288757411727, 0.8911930609181536, -0.1361829717630413, 0.2120555044323418, -0.1057297911938686]"
9235,26993,"[-0.4651879657097524, -0.11340920540586584, 0.21593618980860962, 0.015801963280222493, -0.06150924552013932]"
9236,26994,"[-0.3113803964995707, 0.4015128172242067, 0.23028040175451062, 0.13469705744812505, 0.05414450936683211]"
9237,26996,"[0.4838471230792274, -0.340869620117469, 0.14325497334114765, -0.3554371082482333, -0.009710582935962025]"
9238,26998,"[0.5273101314888887, -0.2870100003898136, 0.06949174059715363, -0.4053399986218116, 0.056223451429717936]"
9239,26999,"[0.8691596233365547, 0.7023122337734652, -0.02394120782917092, -0.1894317856773659, -0.0958116110015589]"
9240,27000,"[-0.20419748947165103, 0.7790811679356683, 0.28262992965498535, 0.22567805201354132, 0.1365428537372317]"
9241,27004,"[-0.39324604230526217, -0.06255187713489171, -0.09912019716643759, -0.0019416211478689655, -0.21404636305084462]"
9242,27005,"[0.7593120307943027, -0.5873833363789814, 0.04673821140156083, 0.5864552911320113, -0.003151229086776874]"
9243,27006,"[0.4866405614057117, -0.3187954205187383, 0.1255884577967288, -0.34558972250716036, -0.06316075685656497]"
9244,27010,"[0.5358815362998587, -0.20877478497711288, 0.15391385915589748, -0.3699124416516106, -0.02267310964783876]"
9245,27013,"[-0.4724112354965395, -0.1394411881858997, 0.20935846884738407, 0.009271163038664286, -0.06410450358141846]"
9246,27018,"[-0.2591530510041261, 0.47945417333221646, 0.09344392037013403, 0.13953774106242087, -0.05118146408863908]"
9247,27019,"[0.582949207653491, -0.21924873529101174, -0.24625424161526882, -0.3499867659021443, -0.13556063544079808]"
9248,27020,"[0.7766112334703293, 0.6274854822443313, 0.1377560371503093, -0.10184393173454188, 0.019000900579204096]"
9249,27022,"[0.7634965627456541, 0.35861391152464706, -0.1040390783680098, -0.26418830777197805, -0.05524653410564739]"
9250,27023,"[0.6906106200580516, 0.49594725287344943, 0.6632357399111067, -0.16251465590410788, 0.08037635366037567]"
9251,27030,"[0.591747276865973, -0.19831667921918253, -0.06634651861207178, -0.413674687228604, 0.072039069390968]"
9252,27031,"[-0.33913608963726843, -0.005778006938982682, -0.3794942363971219, -0.014421485760412188, -0.17782814162254545]"
9253,27032,"[0.8176500321746156, 0.596795282343298, 0.24290779318892847, -0.2803382657544175, 0.08535991328371825]"
9254,27033,"[-0.42949336375186603, -0.09442649909148958, -0.009638665606027044, -0.0003468033478255201, -0.04136289029545144]"
9255,27034,"[0.8868721477506761, -0.46307950488297045, -0.48892603682274033, 0.5652428003266635, -0.1755584948793973]"
9256,27035,"[-0.30323261658506984, 0.029408429477361702, -0.524588884378516, -0.019866357748870966, -0.23547335868613833]"
9257,27036,"[0.6084222439989536, -0.19002183754225324, -0.41335296122511794, -0.3388794225565943, -0.20137773057538616]"
9258,27037,"[-0.47241123469438806, -0.13944118529502111, 0.20935846957784685, 0.009271163763916434, -0.06410450329321239]"
9259,27039,"[0.4249010699850346, -0.3751206525750082, 0.42525539863552186, -0.31378598866624796, -0.030244763651529723]"
9260,27040,"[-0.3177017964190858, 0.02176744336293491, -0.4623735610333301, -0.015763665331242287, -0.1923037484327833]"
9261,27042,"[0.521676034440874, -0.26993498362673457, 0.26539526640795796, -0.399683884181819, 0.08765677456173576]"
9262,27043,"[-0.10564468185109399, 0.8806289594172173, -0.08928901445229545, 0.21415745626157462, -0.047692082146751344]"
9263,27044,"[0.8803963315296268, 0.7355455391010277, -0.07224819918300564, -0.1755844812786313, -0.06232160225636801]"
9264,27063,"[-0.33318631181943, -0.0011126626577590709, -0.3843325697183066, -0.01399345340404622, -0.22569682833750085]"
9265,27065,"[-0.3670048317776705, -0.02850419796369544, -0.23587948416146876, -0.0064723227857149, -0.16871826243464233]"
9266,27067,"[-0.21807589497208604, 0.7497128296311287, 0.37728848802666365, 0.22718204740806092, 0.02749834665872888]"
9267,27068,"[0.7077339648512121, -0.6384879301496464, 0.23251304291948327, 0.5922364437134255, 0.11705109743076068]"
9268,27071,"[-0.4454330039404576, 0.0006048244158502654, 0.30055810911104913, 0.049700752789143765, 0.002451341519645738]"
9269,27072,"[0.5091245839151505, -0.36445106503427577, 0.27717854575298345, -0.49607002966089025, 0.03325302542109373]"
9270,27074,"[0.6297382183081445, -0.24447739406544464, -0.23617182198443912, -0.5161092334593332, -0.10789426333517724]"
9271,27075,"[-0.4519459554925901, -0.11476417206487363, 0.05191355871082246, 0.0010112232987376888, 0.05248413133861077]"
9272,27076,"[-0.4803195637649506, -0.146810596861483, 0.23504047153093144, 0.010035671103033201, -0.03888373569163791]"
9273,27077,"[0.5544369380647284, -0.2145989975427022, -0.28357605454563867, -0.2948787399261452, -0.12144277292239518]"
9274,27079,"[-0.4375244726780723, -0.08053357738399491, -0.338901984366695, -0.024229723039048377, 0.6923897079943498]"
9275,27085,"[-0.4275995488231853, -0.09195573541008699, -0.030541285030044798, -0.0015978733229708546, -0.018738230380714597]"
9276,27086,"[-0.04796717606068411, 0.9386857708360133, -0.3476097933934229, 0.20366273834990467, -0.08995995010890552]"
9277,27087,"[0.8973549845321694, -0.36247934865586395, -0.3877575807231413, 0.597734228907406, -0.0776341221948055]"
9278,27089,"[-0.40695573279306285, -0.04022816560075566, -0.05060070030431307, 0.00827477906337333, -0.03516657771958726]"
9279,27090,"[-0.47241114923967015, -0.13944087732427982, 0.2093585473954152, 0.009271241026390372, -0.06410447259007478]"
9280,27091,"[0.444513181095274, -0.34818652863418226, 0.2927158348229942, -0.3193589200803482, 0.06270794933250005]"
9281,27092,"[0.4952140476458272, -0.2939224239144351, 0.13898811029486366, -0.3216315677717235, -0.08966407279063598]"
9282,27094,"[0.46712242216894345, -0.33121151986074204, 0.2129230842853799, -0.3230777883361237, -0.01483218723228282]"
9283,27095,"[-0.3446135119462875, 0.1514607454651178, -0.009368882893001666, 0.055294196882980186, -0.1191818445938893]"
9284,27097,"[-0.22218281897855077, 0.762358415338094, 0.43722379147944257, 0.23551105871993852, 0.02580039188812783]"
9285,27098,"[-0.4494367822262926, -0.11491341620583262, 0.08335720267465463, 0.003490422100418807, -0.03484616527596843]"
9286,27099,"[-0.485845665499718, -0.15079759585395452, 0.23383088227767512, 0.009243066484892001, 0.016954435534097523]"
9287,27101,"[1.0700845908437107, 0.3201178697024557, -0.07405364921600506, 0.7817002549006078, -0.04578011111338508]"
9288,27102,"[0.5871183545546992, -0.21773185935210876, -0.18201383498210102, -0.40293720699388186, -0.11916271321488628]"
9289,27106,"[-0.4375246925702772, -0.08053436985475498, -0.3389021846069751, -0.024229921850958902, 0.6923896289889913]"
9290,27107,"[-0.4484251166318367, -0.113514883894203, 0.07259990905156084, 0.0028756414386335327, -0.023156629113145154]"
9291,27109,"[-0.47676897176199134, -0.14545408117357764, 0.2557539159541181, 0.011926990055724439, -0.11451380609796595]"
9292,27111,"[0.5321286599884932, -0.3435247662579419, 0.21088370770284534, -0.4977112702627507, -0.056887060554410916]"
9293,27112,"[-0.24025638640471456, 0.6228839800006867, 0.2692904458884797, 0.18831810642963803, -0.01680524012970652]"
9294,27113,"[-0.30915276340335446, 0.02709152486002638, -0.5100993019624208, -0.018912222273205687, -0.19535008800595943]"
9295,27115,"[-0.2564483150870784, 0.43388152870143853, -0.03568745237169929, 0.11743788761350075, -0.04407130430351615]"
9296,27120,"[-0.4344496234576437, -0.10119177968740231, 0.04351083974052014, 0.002723791961855628, -0.09906602052427117]"
9297,27121,"[-0.3741523523185877, -0.03931211872749793, -0.24162066900488502, -0.009225961876690168, -0.11207749579718047]"
9298,27122,"[-0.31698193314373035, 0.017619517572936876, -0.49675367026084666, -0.01970119709348025, -0.1580669472943025]"
9299,27123,"[-0.14270597884143527, 0.6812870453962923, -0.2320429658550136, 0.15545404916306083, -0.1367304280684897]"
9300,27124,"[0.6918650860561406, -0.6568480184042803, 0.3429144844464506, 0.5978480600234154, 0.05021903733288235]"
9301,27125,"[0.8805760390709314, 0.7457447020351299, -0.022450732012874994, -0.1689217906204491, -0.1103927623011986]"
9302,27127,"[-0.44633742819418937, -0.04547364678985623, 0.2331020412036798, 0.032845365865757314, -0.05473641120953398]"
9303,27128,"[-0.47753557277791486, -0.1425363570545421, 0.2076493812805062, 0.008633525739518857, -0.008860459813549285]"
9304,27129,"[-0.4094526920533837, -0.06502082070173747, -0.05802151587838978, 0.0017349727784631466, -0.0910252520702906]"
9305,27130,"[-0.364667234141524, -0.0301930843110738, -0.28630425601530307, -0.011241398842393066, -0.11691114313931736]"
9306,27131,"[-0.42862730856090286, -0.09256948885630337, -0.01541919247962555, -0.0004240958816600917, -0.03468081909429059]"
9307,27132,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
9308,27133,"[0.4411423416795144, -0.3417315975245913, 0.30939144353472897, -0.3162125604095283, 0.10230080772926875]"
9309,27134,"[0.4099882483681443, -0.36048814355778197, 0.34720474770484244, -0.2686993307139511, -0.0001158676647621046]"
9310,27136,"[-0.44842444562573797, -0.11351246565153368, 0.0726005200893611, 0.0028762481177306565, -0.023156388026485158]"
9311,27141,"[-0.4598722680840318, -0.12577192479569008, 0.13593426649961918, 0.005793695869835585, -0.03884851691230836]"
9312,27143,"[-0.3928333192248184, -0.058339475182276355, -0.163533176022141, -0.006350321122092262, -0.08953385932899692]"
9313,27145,"[-0.4598722680196357, -0.12577192456361308, 0.13593426655826008, 0.005793695928058147, -0.038848516889171424]"
9314,27146,"[-0.47772922528831924, -0.14323426243049425, 0.2074730356344928, 0.008458438016222229, -0.00893003747761948]"
9315,27147,"[-0.4206794093667405, -0.01982555857909094, -0.32356237650118264, -0.008999536878212607, 0.6984419928517501]"
9316,27148,"[0.5842751244251833, -0.22165773767973126, -0.15175705314570326, -0.4012062563681819, -0.1520387865786851]"
9317,27151,"[0.5090108991305372, -0.3050830118711437, 0.1457371248734707, -0.4024059928886979, 0.08102787683599985]"
9318,27152,"[-0.3125494790448447, 0.020187692890757256, -0.48545590408528744, -0.0183508358169677, -0.22346987549509878]"
9319,27156,"[-0.49270514023081285, -0.16006751719262777, 0.30787444704501316, 0.013556232827383951, -0.06337673198248994]"
9320,27158,"[-0.49279535410776504, -0.16039263949328347, 0.30779229564724775, 0.013474667438469874, -0.06340914504448407]"
9321,27159,"[-0.3686475103443583, -0.035688427486483126, -0.2439445374491329, -0.008817845569019723, -0.1629375574707025]"
9322,27161,"[-0.03452773859331613, 0.9500602249325419, -0.3720776468802072, 0.2036953623198338, -0.17101709008605506]"
9323,27163,"[0.8420941083724396, -0.5068759284306299, -0.3094050045848565, 0.5719339496287241, -0.10079573305854342]"
9324,27164,"[0.6458253135263694, 0.12520359540330436, 0.15811766592642526, -0.29306247160485793, 0.028669209673940616]"
9325,27165,"[0.8089073534389554, -0.5383114969898551, -0.19322252573929613, 0.5757246699214303, -0.01173565398550731]"
9326,27166,"[-0.40867568884172256, 0.02343471761538248, -0.31263143712874863, 0.0018534290525052388, 0.7027548253192402]"
9327,27173,"[0.5949776151712408, -0.19740775594754842, 0.08320040867259824, -0.4760239699681117, -0.03640917333819795]"
9328,27175,"[0.476655302927361, -0.3013635997509773, -0.17997743114456227, -0.35902795759060574, 0.7598789904467897]"
9329,27177,"[-0.45904614661491194, -0.12279466096737765, 0.13668655689778317, 0.006540619970601311, -0.03855169864778075]"
9330,27178,"[-0.29042861450867075, 0.043605699769374895, -0.6020157454592571, -0.023565056185238045, -0.20442852102197354]"
9331,27179,"[-0.3752876631523369, -0.024722034350741724, -0.1455766032115176, 0.0024612136386344143, -0.2066332228863492]"
9332,27180,"[0.5121199252611293, -0.2834590794290583, -0.03938465604814056, -0.32532408439948296, -0.016334213593488828]"
9333,27181,"[0.5173870440428214, -0.27984357680438054, -0.03549126777122884, -0.32438326959105385, -0.07509694852022725]"
9334,27183,"[0.745388033094705, 0.5597809608936699, 0.28630702967327865, -0.12359660757589408, 0.03413077866803649]"
9335,27184,"[-0.4428029885588979, -0.10575451092788346, 0.012757671727399361, -0.0005488333588159689, 0.041864525274904515]"
9336,27185,"[-0.3121068066405832, 0.020799798389513006, -0.49016215747907005, -0.018619740236480796, -0.21835567873814787]"
9337,27189,"[-0.3325865677187177, -0.0002154124647948645, -0.3903556072681301, -0.01431152671776009, -0.2191104403967169]"
9338,27190,"[-0.3039996027449182, 0.05071971349613819, -0.47912995463268865, -0.01081178885468852, -0.2189822225540772]"
9339,27198,"[0.5132413329347275, -0.31110068954025655, 0.009058357001633974, -0.36095554001998387, -0.026059036616486186]"
9340,27199,"[0.4462587776523354, -0.37875705504391655, 0.3043331461076357, -0.34922139369327104, 0.030340193865847635]"
9341,27201,"[0.4728858581912242, -0.3492124385335233, 0.13932334026038531, -0.357243969589943, 0.10196783336724202]"
9342,27202,"[0.6345918330450426, -0.0322026283681014, -0.15920157519751113, -0.31328843376696064, -0.13651308520343994]"
9343,27229,"[0.5034235103837292, -0.29672918912652935, 0.06759996412911083, -0.3384478848667606, 0.007142315014263162]"
9344,27230,"[0.6249587185203676, 0.005972820355750832, 0.1707094640008402, -0.3456428239154498, 0.0648384976302222]"
9345,27231,"[0.5070287854885296, -0.27441592613123345, -0.2176673482204545, -0.4156798282803696, 0.7262505606740932]"
9346,27232,"[-0.38022099476698706, -0.04300120552343768, -0.22959148608756844, -0.008805550338783384, -0.0713302995525764]"
9347,27235,"[0.8498508572985034, -0.4990637906232927, -0.3280613963141151, 0.5718756169454114, -0.134596101808949]"
9348,27236,"[0.46376466956903517, -0.3531512721366761, 0.3903505351200834, -0.3912607019396387, 0.030550327742835667]"
9349,27237,"[-0.4884360039808262, -0.15437393030107777, 0.2613983181700369, 0.0108202995676552, -0.012999262681529393]"
9350,27238,"[0.816434826341589, 0.6733638513740666, 0.3062149355073437, -0.1813149725088424, 0.10978870813071322]"
9351,27239,"[0.5771351012690478, -0.24320424483484981, -0.23196081283955494, -0.3679135476369019, -0.13733619597209382]"
9352,27240,"[-0.3523810588478355, -0.019884682598534643, -0.2957643031444972, -0.010148468388668053, -0.21395596376461737]"
9353,27241,"[-0.3562980779807374, -0.02228084020980412, -0.31535160859919276, -0.012179903709370792, -0.13987330412999335]"
9354,27242,"[-0.3772607823733861, -0.017865145053074873, -0.15171519055573818, 0.0037167847849676502, -0.14317819041318236]"
9355,27243,"[-0.4449134521464272, -0.030649794118108968, 0.2847624848281914, 0.04072863271080597, -0.10306839473734415]"
9356,27244,"[0.7648953836638879, -0.584454180657213, 0.041430753126353484, 0.5864393363688705, -0.05259792537989265]"
9357,27245,"[-0.12722418993148035, 0.8580382426081283, 0.021924528993724976, 0.21909640442893394, -0.06087590519665918]"
9358,27246,"[-0.4309872156830676, -0.09531537042750465, 0.01235808095509394, 0.0013614779136989113, -0.0645517253251901]"
